yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
194105,9.35,0.6867,1.0800,0.013184,0.002140,0.0281,0.0432,0.0195,0.0027,0.0049,0.0011,0.000000,0.073440,0.073756,0.115508,0.635803,0.849178,0.018400,0.015100,0.002200,0.006993,,0.009924,0.001574,,,0.0023032693,,,,,,-1.175695,,,0.079182,0.050862,,,,,0.035429,0.523990,0.301249,0.843775,0.304930,,0.043828,,,,,,0.228500,,
194106,9.85,0.6900,1.0900,0.058851,0.052486,0.0277,0.0431,0.0191,0.0066,0.0063,0.0012,0.000000,0.070051,0.073797,0.110660,0.633028,0.801527,0.017900,0.015400,-0.000300,0.020833,,0.008968,0.001181,,,0.0022238989,,,,,,-1.213155,,,0.082135,0.066448,,,,,0.053144,0.525261,0.132953,0.893938,0.323058,,0.047237,,,,,,0.237942,,
194107,10.39,0.6933,1.1233,0.057106,0.055619,0.0274,0.0428,0.0191,0.0022,0.0063,0.0012,0.000300,0.066731,0.070389,0.108116,0.617212,0.766364,0.017900,0.015400,0.004100,0.000000,,0.009030,0.001213,,,0.002343917,,,,,,-1.323380,,,0.089784,-0.038462,,,,,0.025402,0.550333,0.108628,0.934955,0.337881,,0.096107,,,,,,0.197565,,
194108,10.30,0.6967,1.1567,-0.001113,-0.009736,0.0274,0.0427,0.0190,0.0018,0.0034,0.0013,0.000100,0.067638,0.067052,0.112298,0.602304,0.774543,0.017700,0.015300,0.001600,0.013605,,0.010725,0.000513,,,0.0020067334,,,,,,-1.216264,,,0.097297,0.000000,,,,,0.010536,0.542745,0.084839,0.925082,0.334313,,0.042467,,,,,,0.183522,,
194109,10.20,0.7000,1.1900,-0.007351,-0.011499,0.0275,0.0430,0.0193,-0.0012,0.0048,0.0010,0.000100,0.068627,0.067961,0.116667,0.588235,0.778268,0.018300,0.015500,0.006000,0.013423,,0.010284,0.000975,,,0.0026685511,,,,,,-1.272233,,,0.093038,0.000000,,,,,0.012395,0.520702,0.076870,0.920653,0.332712,,0.043195,,,,,,0.179972,,
194110,9.50,0.7033,1.1800,-0.064602,-0.065955,0.0273,0.0428,0.0182,0.0140,0.0034,0.0009,0.000000,0.074035,0.068954,0.124211,0.596045,0.837719,0.017300,0.015500,-0.010600,0.013245,,0.011687,0.001310,,,0.001620696,,,,,,-1.285353,,,0.098111,0.000000,,,,,-0.042967,0.520296,0.036824,0.855318,0.309101,,0.050404,,,,,,0.213681,,
194111,9.10,0.7067,1.1700,-0.024916,-0.042107,0.0272,0.0428,0.0186,-0.0029,-0.0094,0.0028,0.000000,0.077656,0.074386,0.128571,0.603989,0.860806,0.015800,0.015600,-0.006500,0.006536,,0.010365,0.001286,,,0.0020676588,,,,,,-1.283935,,,0.098492,0.000000,,,,,-0.031719,0.589406,0.075197,0.858298,0.300811,,0.042074,,,,,,0.235801,,
194112,8.69,0.7100,1.1600,-0.038843,-0.046205,0.0280,0.0438,0.0204,-0.0177,0.0006,0.0033,0.000100,0.081703,0.078022,0.133487,0.612069,0.889510,0.017100,0.015800,0.018300,0.006494,,0.010343,0.006681,,,0.0034469828,,,,,,-1.476217,,,0.110281,0.000000,,,,,0.042130,0.513481,0.074605,0.830601,0.291104,,0.058705,,,,,,0.330718,,
194201,8.81,0.7033,1.1200,0.022276,0.020639,0.0283,0.0429,0.0247,0.0069,0.0006,0.0027,0.000200,0.079833,0.080936,0.127128,0.627976,0.902111,0.022000,0.014600,-0.006300,0.012903,,0.008935,0.002205,,,0.0027011593,,,,,,-1.322858,,,0.126278,0.000000,,,,,0.054543,0.536353,0.011615,0.841227,0.287037,,0.143986,,,,,,0.317002,,
194202,8.59,0.6967,1.0800,-0.017647,-0.024642,0.0285,0.0429,0.0247,0.0011,-0.0008,0.0025,0.000100,0.081102,0.079077,0.125728,0.645062,0.926065,0.022200,0.014400,-0.001900,0.006369,,0.009350,0.001261,,,0.0028994323,,,,,,-1.233122,,,0.139699,0.000000,,,,,-0.008168,0.519906,-0.039402,0.819468,0.279613,,0.041399,,,,,,0.323632,,
194203,8.01,0.6900,1.0400,-0.064068,-0.069676,0.0286,0.0430,0.0244,0.0092,0.0063,0.0025,0.000100,0.086142,0.080326,0.129838,0.663462,1.034864,0.021900,0.014400,-0.002900,0.012658,,0.010120,0.003106,,,0.0030109638,,,,,,-1.199325,,,0.146350,0.000000,,,,,0.001998,0.479969,-0.062635,0.765262,0.261117,,0.034558,,,,,,0.272899,,
194204,7.66,0.6800,1.0200,-0.037988,-0.040323,0.0283,0.0426,0.0246,-0.0029,0.0006,0.0032,0.000100,0.088773,0.084894,0.133159,0.666667,1.080231,0.021400,0.014300,0.003500,0.006250,,0.011005,0.002441,,,0.0033975063,,,,,,-1.169248,,,0.113570,0.000000,,,,,0.006297,0.497440,-0.074403,0.733123,0.250151,,0.065012,,,,,,0.293784,,
194205,8.15,0.6700,1.0000,0.070339,0.060119,0.0285,0.0427,0.0243,0.0075,0.0020,0.0037,0.000300,0.082209,0.087467,0.122699,0.670000,1.021015,0.020600,0.014200,-0.005500,0.012422,,0.010525,0.001592,,,0.0037664529,,,,,,-1.119849,,,0.111567,0.000000,,,,,0.024198,0.514183,-0.042708,0.775642,0.264659,,0.056090,,,,,,0.284346,,
194206,8.30,0.6600,0.9800,0.023544,0.016976,0.0285,0.0433,0.0244,0.0003,0.0034,0.0037,0.000200,0.079518,0.080982,0.118072,0.673469,0.996710,0.020700,0.014800,0.003100,0.000000,,0.010198,0.001200,,,0.0032658448,,,,,,-1.120858,,,0.109564,0.000000,,,,,0.034616,0.510685,0.581883,0.794556,0.271113,,0.038651,,,,,,0.251607,,
194207,8.56,0.6467,0.9667,0.036031,0.034314,0.0283,0.0430,0.0244,0.0018,0.0020,0.0038,0.000300,0.075545,0.077912,0.112928,0.668966,0.974272,0.020600,0.014700,0.000200,0.006135,,0.008486,0.002089,,,0.0014150598,,,,,,-1.123480,,,0.129444,0.000000,,,,,0.096380,0.534007,0.574331,0.817507,0.277357,,0.052668,,,,,,0.221880,,
194208,8.62,0.6333,0.9533,0.015346,0.007531,0.0281,0.0428,0.0244,0.0038,0.0035,0.0038,0.000300,0.073473,0.073988,0.110595,0.664336,0.968682,0.020600,0.014700,-0.000300,0.006098,,0.007153,0.000627,,,0.0017870239,,,,,,-1.072547,,,0.155079,0.000000,,,,,-0.000153,0.567961,0.553645,0.822224,0.278957,,0.046861,,,,,,0.225164,,
194209,8.85,0.6200,0.9400,0.032449,0.027671,0.0280,0.0426,0.0244,0.0003,0.0020,0.0038,0.000300,0.070056,0.071926,0.106215,0.659574,0.944001,0.020600,0.014600,0.001700,0.000000,,0.006244,0.000473,,,0.0028007712,,,,,,-1.091871,,,0.173708,0.000000,,,,,0.041314,0.542779,0.602911,0.860150,0.286250,,0.062582,,,,,,0.204771,,
194210,9.42,0.6100,0.9700,0.067867,0.066333,0.0280,0.0424,0.0244,0.0024,0.0006,0.0038,0.000300,0.064756,0.068927,0.102972,0.628866,0.907489,0.020600,0.014400,-0.001800,0.012121,,0.004426,0.001274,,,0.0031066091,,,,,,-1.264237,,,0.201826,0.000000,,,,,0.042372,0.497652,0.590836,0.947017,0.297767,,0.066496,,,,,,0.177937,,
194211,9.29,0.6000,1.0000,-0.004392,-0.016937,0.0279,0.0425,0.0247,-0.0035,0.0006,0.0038,0.000300,0.064586,0.063694,0.107643,0.600000,0.899563,0.020900,0.014600,0.004100,0.005988,,0.005096,0.000992,,,0.0033449369,,,,,,-1.280231,,,0.221201,0.000000,,,,,0.004803,0.514520,0.612699,0.976130,0.300391,,0.088908,,,,,,0.188872,,
194212,9.77,0.5900,1.0300,0.057537,0.050449,0.0281,0.0428,0.0246,0.0049,0.0049,0.0038,0.000300,0.060389,0.063509,0.105425,0.572816,0.862647,0.020800,0.014700,0.000000,0.005952,,0.001812,0.000791,,,0.0051009425,,,,,,-1.242438,,,0.240031,0.000000,,,,,0.073057,0.553000,0.627118,0.998662,0.313246,,0.044246,,,,,,0.187628,,
194301,10.47,0.5900,1.0433,0.072434,0.071062,0.0279,0.0416,0.0245,0.0033,0.0049,0.0038,0.000300,0.056351,0.060389,0.099649,0.565497,0.821306,0.020700,0.013700,0.001600,0.000000,,0.002088,0.000745,,,0.005995311,,,,,,-1.287715,,,0.245273,0.000000,,,,,0.067331,0.498873,0.630180,1.000000,0.329013,,0.096836,,,,,,0.166458,,
194302,11.00,0.5900,1.0567,0.058503,0.052676,0.0277,0.0408,0.0246,-0.0005,0.0006,0.0038,0.000300,0.053636,0.056351,0.096061,0.558358,0.794079,0.020800,0.013100,0.001100,0.000000,,0.002570,0.000820,,,0.0071307633,,,,,,-1.353208,,,0.267054,0.000000,,,,,0.050082,0.464904,0.645037,0.997462,0.340294,,0.084242,,,,,,0.163620,,
194303,11.58,0.5900,1.0700,0.059404,0.055182,0.0276,0.0401,0.0247,0.0009,0.0020,0.0038,0.000300,0.050950,0.053636,0.092401,0.551402,0.783481,0.020900,0.012500,0.001100,0.017751,,0.001892,0.001369,,,0.0073223493,,,,,,-1.461143,,,0.270167,0.000000,,,,,0.088449,0.445812,0.620806,0.998173,0.358292,,0.074443,,,,,,0.221235,,
194304,11.59,0.5900,1.0800,0.003588,0.002332,0.0276,0.0396,0.0246,0.0048,0.0049,0.0038,0.000300,0.050906,0.050950,0.093184,0.546296,0.789784,0.020800,0.012000,0.000100,0.011628,,0.001251,0.002492,,,0.0012927987,,,,,,-1.496678,,,0.278627,0.000000,,,,,-0.098934,0.413346,0.613154,0.989411,0.355432,,0.069881,,,,,,0.298446,,
194305,12.11,0.5900,1.0900,0.052698,0.045651,0.0274,0.0391,0.0244,0.0050,0.0048,0.0038,0.000300,0.048720,0.050906,0.090008,0.541284,0.757898,0.020600,0.011700,-0.000200,0.005747,,0.000946,0.001090,,,0.001819385,,,,,,-1.483380,,,0.281597,0.000000,,,,,0.055371,0.412465,0.582336,1.000000,0.370386,,0.053070,,,,,,0.298615,,
194306,12.35,0.5900,1.1000,0.021689,0.017142,0.0272,0.0388,0.0244,0.0018,0.0048,0.0038,0.000300,0.047773,0.048720,0.089069,0.536364,0.746269,0.020600,0.011600,0.003000,0.000000,,0.001200,0.001069,,,0.0013497331,,,,,,-1.468776,,,0.272061,0.000000,,,,,0.009368,0.410052,0.092353,1.000000,0.376158,,0.036913,,,,,,0.289380,,
194307,11.68,0.5933,1.0933,-0.053092,-0.054238,0.0269,0.0381,0.0245,-0.0001,0.0019,0.0038,0.000300,0.050799,0.048043,0.093607,0.542684,0.779599,0.020700,0.011200,0.002000,-0.005714,,0.017824,0.002433,,,0.001390142,,,,,,-1.496995,,,0.297899,0.000000,,,,,-0.178096,0.416737,0.130029,0.941229,0.360076,,0.041654,,,,,,0.309056,,
194308,11.80,0.5967,1.0867,0.016232,0.010751,0.0269,0.0381,0.0245,0.0021,0.0019,0.0038,0.000300,0.050565,0.051085,0.092091,0.549078,0.783194,0.020700,0.011200,-0.000200,-0.005747,,0.013954,0.001707,,,0.0012769185,,,,,,-1.385796,,,0.314380,0.000000,,,,,0.002385,0.417367,0.172468,0.936909,0.358423,,0.034700,,,,,,0.327081,,
194309,12.08,0.6000,1.0800,0.027498,0.023331,0.0269,0.0383,0.0246,0.0011,0.0005,0.0038,0.000300,0.049669,0.050847,0.089404,0.555556,0.763631,0.020800,0.011400,-0.000600,0.005780,,0.013693,0.000608,,,0.0016281149,,,,,,-1.333326,,,0.335445,0.000000,,,,,0.048840,0.431201,0.175437,0.960911,0.367605,,0.033697,,,,,,0.323773,,
194310,11.92,0.6033,1.0333,-0.011650,-0.012500,0.0270,0.0382,0.0247,0.0005,-0.0009,0.0038,0.000300,0.050615,0.049945,0.086689,0.583873,0.773736,0.020900,0.011200,-0.001400,0.000000,,0.016870,0.000764,,,0.0013963569,,,,,,-1.333784,,,0.346123,0.000000,,,,,-0.032458,0.399229,0.149299,0.948361,0.362804,,0.034417,,,,,,0.254284,,
194311,11.02,0.6067,0.9867,-0.067052,-0.077966,0.0271,0.0383,0.0248,0.0000,-0.0023,0.0038,0.000300,0.055051,0.050895,0.089534,0.614865,0.825808,0.021000,0.011200,-0.002300,0.000000,,0.019081,0.002002,,,0.0018240458,,,,,,-1.468833,,,0.354972,0.000000,,,,,-0.057533,0.397415,0.177838,0.888561,0.339927,,0.043486,,,,,,0.292372,,
194312,11.67,0.6100,0.9400,0.070305,0.065211,0.0274,0.0382,0.0248,0.0018,0.0049,0.0038,0.000300,0.052271,0.055354,0.080548,0.648936,0.787402,0.021000,0.010800,0.003100,0.000000,,0.014423,0.000989,,,0.0019623979,,,,,,-1.402982,,,0.337808,0.000000,,,,,0.103861,0.432757,0.260412,0.931902,0.356508,,0.041782,,,,,,0.308690,,
194401,11.85,0.6133,0.9367,0.018622,0.017310,0.0272,0.0376,0.0248,0.0021,0.0020,0.0038,0.000300,0.051758,0.052556,0.079044,0.654804,0.778748,0.021000,0.010400,-0.000100,0.000000,,0.019253,0.000640,,,0.001496229,,,,,,-1.384799,,,0.345047,0.000000,,,,,0.060944,0.404644,0.195419,0.942258,0.360469,,0.044914,,,,,,0.300183,,
194402,11.82,0.6167,0.9333,0.006479,0.000238,0.0274,0.0372,0.0247,0.0032,0.0034,0.0038,0.000300,0.052171,0.052039,0.078962,0.660715,0.785033,0.020900,0.009800,0.000200,0.000000,,0.019494,0.000643,,,0.0018118196,,,,,,-1.326218,,,0.348955,0.000000,,,,,0.014919,0.432259,0.213714,0.934714,0.357583,,0.037623,,,,,,0.200933,,
194403,12.02,0.6200,0.9300,0.021313,0.017309,0.0274,0.0370,0.0247,0.0021,0.0048,0.0038,0.000200,0.051581,0.052453,0.077371,0.666667,0.813886,0.020900,0.009600,0.002700,0.000000,,0.019145,0.000636,,,0.0015918007,,,,,,-1.385429,,,0.343204,0.000000,,,,,0.015725,0.441652,0.199513,0.952133,0.364247,,0.045827,,,,,,0.197591,,
194404,11.87,0.6233,0.9267,-0.012427,-0.013433,0.0274,0.0368,0.0248,0.0013,0.0034,0.0038,0.000300,0.052513,0.051858,0.078068,0.672661,0.829601,0.021000,0.009400,0.002100,0.005747,,0.020078,0.000764,,,0.002125858,,,,,,-1.328392,,,0.339064,0.000000,,,,,-0.054014,0.444376,0.192682,0.934097,0.357347,,0.025254,,,,,,0.211986,,
194405,12.35,0.6267,0.9233,0.048841,0.040864,0.0273,0.0363,0.0247,0.0028,0.0005,0.0038,0.000300,0.050742,0.052794,0.074764,0.678701,0.794432,0.020900,0.009000,-0.002300,0.000000,,0.018397,0.000412,,,0.0030803806,,,,,,-1.301779,,,0.328478,0.000000,,,,,0.095643,0.421107,0.202904,0.975449,0.373167,,0.032851,,,,,,0.209738,,
194406,12.98,0.6300,0.9200,0.054574,0.049768,0.0273,0.0359,0.0248,0.0008,0.0020,0.0038,0.000300,0.048536,0.051012,0.070878,0.684783,0.761558,0.021000,0.008600,0.001200,0.005714,,0.018202,0.000718,,,0.0027429124,,,,,,-1.438500,,,0.321103,0.000000,,,,,0.076617,0.406810,0.118503,0.998318,0.389275,,0.071820,,,,,,0.195316,,
194407,12.71,0.6333,0.9133,-0.019470,-0.020629,0.0272,0.0357,0.0247,0.0036,0.0034,0.0038,0.000300,0.049830,0.048793,0.071859,0.693431,0.773390,0.020900,0.008500,-0.000200,0.005682,,0.004323,0.000940,,,0.0034641321,,,,,,-1.514356,,,0.315348,0.000000,,,,,-0.004520,0.395930,0.136689,0.970831,0.383320,,0.027452,,,,,,0.198210,,
194408,12.82,0.6367,0.9067,0.014700,0.008208,0.0271,0.0355,0.0247,0.0027,0.0034,0.0038,0.000300,0.049662,0.050092,0.070723,0.702206,0.768760,0.020900,0.008400,0.000700,0.000000,,0.008070,0.000560,,,0.0030166343,,,,,,-1.409041,,,0.324148,0.000000,,,,,0.024658,0.398551,0.089061,0.976678,0.385628,,0.042654,,,,,,0.212489,,
194409,12.78,0.6400,0.9000,-0.000692,-0.003118,0.0272,0.0356,0.0247,0.0014,0.0019,0.0038,0.000200,0.050078,0.049922,0.070423,0.711111,0.772333,0.020900,0.008400,0.000500,0.000000,,0.008963,0.001116,,,0.0029150307,,,,,,-1.449317,,,0.313589,0.000000,,,,,-0.049547,0.381851,0.124204,0.972159,0.383844,,0.031721,,,,,,0.263880,,
194410,12.78,0.6400,0.9100,0.002435,0.001045,0.0272,0.0355,0.0247,0.0012,0.0019,0.0038,0.000300,0.050078,0.050078,0.071205,0.703297,0.771173,0.020900,0.008300,0.000700,0.000000,,0.006510,0.000675,,,0.0030293988,,,,,,-1.359695,,,0.312699,0.000000,,,,,-0.065865,0.376334,0.137713,0.973621,0.384422,,0.018932,,,,,,0.253600,,
194411,12.83,0.6400,0.9200,0.017327,0.005832,0.0272,0.0353,0.0247,0.0024,0.0048,0.0038,0.000300,0.049883,0.050078,0.071707,0.695652,0.766986,0.020900,0.008100,0.002400,0.000000,,0.005783,0.000424,,,0.003448245,,,,,,-1.384125,,,0.300497,0.000000,,,,,0.032941,0.387073,0.113358,0.978937,0.386520,,0.026520,,,,,,0.251894,,
194412,13.28,0.6400,0.9300,0.044778,0.041034,0.0270,0.0349,0.0246,0.0042,0.0149,0.0038,0.000200,0.048193,0.049883,0.070030,0.688172,0.743764,0.020800,0.007900,0.010700,0.005650,,0.019062,0.000872,,,0.0035223172,,,,,,-1.463287,,,0.293134,0.000000,,,,,0.084354,0.350978,-0.067599,0.997702,0.398589,,0.048094,,,,,,0.201678,,
194501,13.47,0.6433,0.9400,0.011901,0.010784,0.0269,0.0346,0.0240,0.0127,0.0076,0.0038,0.000300,0.047760,0.048444,0.069785,0.684397,0.735342,0.020200,0.007700,-0.005100,0.000000,,0.016454,0.000924,,,0.0040992035,,,,,,-1.566558,,,0.279209,0.000000,,,,,-0.001006,0.352683,-0.110714,0.986012,0.403153,,0.044066,,,,,,0.193886,,
194502,14.30,0.6467,0.9500,0.069472,0.063578,0.0265,0.0341,0.0236,0.0077,0.0046,0.0038,0.000200,0.045221,0.048008,0.066434,0.680702,0.704489,0.019800,0.007600,-0.003100,0.000000,,0.014836,0.000655,,,0.003660855,,,,,,-1.551985,,,0.271817,0.000000,,,,,0.110949,0.344559,-0.118971,1.000000,0.420810,,0.039704,,,,,,0.195295,,
194503,13.64,0.6500,0.9600,-0.041685,-0.044990,0.0262,0.0338,0.0236,0.0021,0.0018,0.0038,0.000200,0.047654,0.045455,0.070381,0.677083,0.767883,0.019800,0.007600,-0.000300,0.000000,,0.015963,0.001887,,,0.0040766101,,,,,,-1.640280,,,0.261093,0.000000,,,,,-0.058312,0.327845,-0.081380,0.953814,0.404177,,0.033758,,,,,,0.286380,,
194504,14.84,0.6500,0.9733,0.090524,0.089465,0.0261,0.0336,0.0228,0.0160,0.0018,0.0038,0.000300,0.043801,0.047654,0.065588,0.667808,0.715063,0.019000,0.007500,-0.014200,0.000000,,0.015086,0.001398,,,0.0033761763,,,,,,-1.553703,,,0.238561,0.000000,,,,,0.067553,0.359358,-0.107567,1.000000,0.434032,,0.035320,,,,,,0.312373,,
194505,15.01,0.6500,0.9867,0.020041,0.011624,0.0262,0.0332,0.0226,0.0056,-0.0011,0.0038,0.000300,0.043304,0.043801,0.065734,0.658784,0.702911,0.018800,0.007000,-0.006700,0.005618,,0.019773,0.000921,,,0.0042020594,,,,,,-1.573392,,,0.207024,0.000000,,,,,0.069168,0.338714,-0.114992,0.995387,0.441535,,0.042456,,,,,,0.303652,,
194506,14.96,0.6500,1.0000,0.002380,0.000134,0.0261,0.0329,0.0217,0.0169,0.0032,0.0038,0.000200,0.043449,0.043304,0.066845,0.650000,0.718843,0.017900,0.006800,-0.013700,0.011173,,0.019466,0.000866,,,0.0041469851,,,,,,-1.556132,,,0.180064,0.000000,,,,,-0.046542,0.351157,0.030336,0.973326,0.431750,,0.058402,,,,,,0.226427,,
194507,14.66,0.6533,0.9967,-0.021539,-0.022479,0.0260,0.0326,0.0224,-0.0086,-0.0011,0.0038,0.000300,0.044566,0.043672,0.067985,0.655518,0.726302,0.018600,0.006600,0.007500,0.000000,,0.020437,0.001814,,,0.0037918956,,,,,,-1.632543,,,0.152580,0.000000,,,,,0.027015,0.330784,0.025049,0.963331,0.427316,,0.028284,,,,,,0.267640,,
194508,15.51,0.6567,0.9933,0.059852,0.054027,0.0261,0.0326,0.0223,0.0026,0.0004,0.0038,0.000300,0.042338,0.044793,0.064045,0.661074,0.678754,0.018500,0.006500,-0.002200,0.000000,,0.018945,0.002097,,,0.0036289262,,,,,,-1.701444,,,0.038884,0.000000,,,,,0.062123,0.324684,0.052408,1.000000,0.457250,,0.040645,,,,,,0.313719,,
194509,16.16,0.6600,0.9900,0.046361,0.043999,0.0262,0.0324,0.0221,0.0054,0.0032,0.0038,0.000300,0.040842,0.042553,0.061262,0.666667,0.656821,0.018300,0.006200,-0.002200,0.000000,,0.017607,0.001439,,,0.0036217464,,,,,,-1.579755,,,-0.058875,0.000000,,,,,0.075944,0.318294,0.046152,0.999390,0.472519,,0.048722,,,,,,0.319977,,
194510,16.65,0.6600,0.9800,0.030815,0.029862,0.0262,0.0320,0.0216,0.0104,0.0032,0.0038,0.000300,0.039640,0.040842,0.058859,0.673469,0.633976,0.017800,0.005800,-0.007200,0.000000,,0.018581,0.000981,,,0.0038478623,,,,,,-1.728528,,,-0.103957,0.000000,,,,,0.080372,0.322976,0.033504,0.997541,0.489545,,0.049573,,,,,,0.267521,,
194511,17.19,0.6600,0.9700,0.044950,0.035612,0.0262,0.0315,0.0210,0.0125,0.0032,0.0038,0.000200,0.038394,0.039640,0.056428,0.680412,0.617884,0.017200,0.005300,-0.009300,0.000000,,0.018934,0.001448,,,0.0037386804,,,,,,-1.815703,,,-0.071490,0.000000,,,,,0.074668,0.312796,-0.028936,0.996513,0.502296,,0.052601,,,,,,0.241492,,
194512,17.36,0.6600,0.9600,0.011133,0.008805,0.0261,0.0310,0.0199,0.0194,0.0133,0.0038,0.000300,0.038018,0.038394,0.055300,0.687500,0.613239,0.016100,0.004900,-0.006100,0.005525,,0.025525,0.001538,,,0.0043280057,,,,,,-1.838242,,,-0.071077,0.000000,,,,,-0.001335,0.305235,-0.040243,0.985139,0.506100,,0.033732,,,,,,0.252703,,
194601,18.57,0.6667,0.9400,0.069504,0.068515,0.0254,0.0301,0.0199,0.0025,0.0128,0.0038,0.000300,0.035900,0.038402,0.050619,0.709220,0.578004,0.016100,0.004700,0.010300,0.000000,,0.027969,0.002645,,,0.0040437412,,,,,,-1.887264,,,-0.132560,0.000000,,,,,0.059791,0.299563,-0.148842,0.996689,0.536952,,0.081857,,,,,,0.296945,,
194602,17.28,0.6733,0.9200,-0.065171,-0.069785,0.0248,0.0295,0.0198,0.0032,0.0034,0.0038,0.000300,0.038966,0.036259,0.053241,0.731884,0.622337,0.016000,0.004700,0.000200,-0.005495,,0.031091,0.005942,,,0.0036712804,,,,,,-2.068158,,,-0.187534,0.000000,,,,,-0.040878,0.292568,-0.150096,0.920043,0.498701,,0.026586,,,,,,0.443037,,
194603,18.08,0.6800,0.9000,0.049118,0.046147,0.0247,0.0294,0.0198,0.0010,0.0034,0.0038,0.000300,0.037611,0.039352,0.049779,0.755556,0.614853,0.016000,0.004700,0.002400,0.011050,,0.031188,0.001497,,,0.0036328539,,,,,,-1.815662,,,-0.092218,0.000000,,,,,0.042773,0.292561,-0.089669,0.965878,0.523546,,0.041841,,,,,,0.437024,,
194604,18.76,0.6800,0.8800,0.035748,0.034707,0.0246,0.0296,0.0207,-0.0135,-0.0043,0.0038,0.000300,0.036247,0.037611,0.046908,0.772727,0.593413,0.016900,0.005000,0.009200,0.005464,,0.031307,0.001078,,,0.0035045733,,,,,,-1.817562,,,-0.114449,0.000000,,,,,0.093674,0.295640,-0.041402,0.992607,0.542461,,0.049013,,,,,,0.414658,,
194605,19.18,0.6800,0.8600,0.028785,0.023202,0.0251,0.0302,0.0209,-0.0012,0.0019,0.0038,0.000300,0.035454,0.036247,0.044838,0.790698,0.578010,0.017100,0.005100,0.003100,0.005435,,0.032000,0.001272,,,0.0031524535,,,,,,-1.814263,,,-0.155882,0.000000,,,,,0.075448,0.291582,-0.022108,0.998965,0.556917,,0.047819,,,,,,0.227303,,
194606,18.43,0.6800,0.8400,-0.035289,-0.037521,0.0249,0.0303,0.0206,0.0070,0.0019,0.0038,0.000300,0.036896,0.035454,0.045578,0.809524,0.596732,0.016800,0.005400,-0.005100,0.010811,,0.033592,0.001482,,,0.003061925,,,,,,-1.854698,,,-0.099854,0.000000,,,,,0.068716,0.285941,0.041407,0.967624,0.539444,,0.021382,,,,,,0.250110,,
194607,17.96,0.6833,0.8567,-0.027350,-0.028429,0.0248,0.0303,0.0209,-0.0040,-0.0012,0.0038,0.000300,0.038047,0.037077,0.047699,0.797665,0.608752,0.017100,0.005500,0.002800,0.058824,,0.039175,0.001704,,,0.0026143444,,,,,,-1.835771,,,-0.070812,0.000000,,,,,-0.005201,0.321517,0.043823,0.948518,0.528793,,0.024951,,,,,,0.304837,,
194608,16.65,0.6867,0.8733,-0.068855,-0.073365,0.0251,0.0303,0.0217,-0.0111,-0.0088,0.0038,0.000300,0.041241,0.038233,0.052452,0.786260,0.648554,0.017900,0.005200,0.002300,0.020202,,0.043268,0.001980,,,0.0026899157,,,,,,-1.759633,,,-0.038630,0.000000,,,,,-0.115920,0.305940,0.084214,0.890306,0.496340,,0.023488,,,,,,0.328048,,
194609,14.96,0.6900,0.8900,-0.104113,-0.106619,0.0258,0.0310,0.0219,-0.0009,-0.0026,0.0038,0.000300,0.046123,0.041441,0.059492,0.775281,0.711634,0.018100,0.005200,-0.001700,0.009901,,0.049112,0.016025,,,0.0026064326,,,,,,-2.248206,,,-0.024012,0.000000,,,,,-0.077058,0.320120,0.099217,0.811388,0.452344,,0.037001,,,,,,0.537354,,
194610,14.84,0.6967,0.9467,-0.005636,-0.006817,0.0260,0.0315,0.0216,0.0074,0.0020,0.0038,0.000300,0.046945,0.046569,0.063792,0.735916,0.725392,0.017800,0.005500,-0.005400,0.019608,,0.048597,0.006116,,,0.0023753839,,,,,,-1.844889,,,-0.009724,0.000000,,,,,0.134133,0.294160,0.090256,0.796000,0.443765,,0.033357,,,,,,0.540360,,
194611,14.67,0.7033,1.0033,-0.003801,-0.011741,0.0259,0.0317,0.0220,-0.0054,-0.0025,0.0038,0.000300,0.047944,0.047394,0.068393,0.700999,0.722700,0.018200,0.005800,0.002900,0.024038,,0.048072,0.003914,,,0.0020257111,,,,,,-1.822081,,,-0.007713,0.000000,,,,,-0.027653,0.302396,0.123751,0.798965,0.445418,,0.029018,,,,,,0.541556,,
194612,15.30,0.7100,1.0600,0.046818,0.041973,0.0261,0.0317,0.0212,0.0145,0.0113,0.0038,0.000300,0.046405,0.048398,0.069281,0.669811,0.692438,0.017400,0.005600,-0.003200,0.009390,,0.036076,0.002716,,,0.0017810408,,,,,,-1.746280,,,-0.005741,0.000000,,,,,0.100992,0.320722,0.158042,0.833882,0.464884,,0.036619,,,,,,0.414458,,
194701,15.66,0.7133,1.1300,0.022013,0.020953,0.0257,0.0313,0.0214,-0.0006,0.0005,0.0038,0.000300,0.045551,0.046623,0.072158,0.631268,0.680004,0.017600,0.005600,0.001100,0.000000,,0.031538,0.002112,,,0.0013295838,,,,,,-1.691764,,,0.002133,0.000000,,,,,-0.017671,0.311451,0.145819,0.849129,0.473385,,0.030150,,,,,,0.351642,,
