yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
200704,1482.37,25.7193,83.7402,0.043991,0.042857,0.0547,0.0639,0.0489,0.0085,0.0140,0.0487,0.004400,0.017350,0.018101,0.056491,0.307132,0.254456,0.000200,0.009200,0.005500,0.006496,,-0.008912,0.000582,,,,,7.065283,0.005615,12.001300,,-1.876674,,,0.110013,-0.002426,,,0.693725,0.039868,0.051698,0.452382,0.111692,0.995577,0.995577,-2.919511,0.020193,0.018393,,,1.070281,,0.378461,2.073964,3.455039
200705,1530.62,25.9447,84.3305,0.034459,0.032154,0.0547,0.0639,0.0510,-0.0200,-0.0178,0.0473,0.004100,0.016950,0.017502,0.055096,0.307655,0.243911,0.003700,0.009200,0.002200,0.006111,,-0.010283,0.000697,,,,,4.403100,0.006763,7.800900,,-1.950074,,,0.109193,-0.026756,,,0.571900,0.012245,0.022069,0.444792,0.131254,0.999601,0.999601,-2.945091,0.020359,0.014478,,,1.070281,,0.308466,2.238879,3.442755
200706,1503.35,26.1700,84.9207,-0.016620,-0.017829,0.0579,0.0670,0.0521,-0.0091,-0.0148,0.0461,0.004000,0.017408,0.017098,0.056488,0.308170,0.247896,0.006000,0.009100,-0.005700,0.001938,,-0.011064,0.001472,,,,,5.929673,0.006273,10.636000,,-2.068896,,,0.108138,0.100750,,,0.552354,0.016352,0.022423,0.425310,0.101249,0.980426,0.980426,-2.923475,0.020690,0.022814,,,1.070281,,0.302825,2.396199,3.379042
200707,1455.27,26.4393,82.8141,-0.031197,-0.032283,0.0573,0.0665,0.0501,0.0284,-0.0032,0.0482,0.004000,0.018168,0.017587,0.056906,0.319261,0.251585,0.001900,0.009200,-0.031600,-0.000254,,-0.015262,0.002426,,,,,18.148926,0.009543,28.788600,,-2.159221,,,0.105375,0.109692,,,0.550988,0.035551,-0.017458,0.430395,0.109967,0.943686,0.943686,-2.915139,0.027659,0.050517,,,0.825204,,0.388985,2.515254,3.566355
200708,1473.99,26.7087,80.7074,0.015094,0.012859,0.0579,0.0665,0.0487,0.0199,0.0152,0.0420,0.004200,0.018120,0.018353,0.054754,0.330932,0.248840,0.006700,0.008600,-0.004700,-0.001834,,-0.012198,0.005134,,,,,17.801060,0.008483,-1.501600,,-2.556071,,,0.106066,-0.053964,,,0.542248,0.038389,0.021110,0.391842,0.114585,0.954096,0.954096,-2.950540,0.029142,0.047264,,,1.070281,,0.464017,2.393633,3.405602
200709,1526.75,26.9780,78.6007,0.037468,0.035923,0.0574,0.0659,0.0489,0.0012,0.0135,0.0389,0.003200,0.017670,0.018303,0.051482,0.343228,0.239207,0.010000,0.008500,0.012300,0.002756,,-0.013015,0.001868,,,,,13.575129,0.006829,11.916800,,-2.228322,,,0.107322,0.103541,,,0.423148,0.008501,0.064228,0.412390,0.120967,0.992516,0.992516,-3.010724,0.022381,0.028545,,,1.070281,,0.466333,2.128992,3.664868
200710,1549.38,27.2293,74.4607,0.017360,0.016292,0.0566,0.0648,0.0480,0.0155,0.0088,0.0390,0.003200,0.017574,0.017835,0.048058,0.365687,0.238617,0.009000,0.008200,-0.006700,0.002139,,-0.017955,0.001683,,,,,10.142141,0.008104,11.629500,,-2.060989,,,0.103104,0.153356,,,0.385592,0.025009,-0.007206,0.442029,0.134375,0.983443,0.983443,-3.079642,0.033010,0.029594,,,1.070281,,0.417649,1.981587,3.714336
200711,1481.14,27.4807,70.3207,-0.041382,-0.043581,0.0544,0.0640,0.0445,0.0468,0.0079,0.0327,0.003400,0.018554,0.017737,0.047477,0.390790,0.248580,0.011800,0.009600,-0.038900,0.005940,,-0.025159,0.005637,,,,,14.959748,0.007868,2.807100,,-2.513328,,,0.107503,-0.059048,,,0.438787,0.003906,0.028906,0.435925,0.129988,0.944028,0.944028,-3.088162,0.027258,0.046862,,,0.801597,,0.410034,2.074551,3.812249
200712,1468.36,27.7320,66.1807,-0.006116,-0.007903,0.0549,0.0665,0.0450,-0.0029,0.0028,0.0300,0.002700,0.018886,0.018723,0.045071,0.419034,0.250583,0.015000,0.011600,0.005700,-0.000671,,-0.040637,0.002345,,,,,25.319271,0.007704,18.136200,,-2.355015,,,0.106816,0.082957,,,0.437103,0.080578,-0.033712,0.441706,0.127134,0.936481,0.936481,-3.139694,0.020064,0.042799,,,-0.546789,,0.404065,2.073606,3.762489
200801,1378.55,27.9220,64.2507,-0.061166,-0.062332,0.0533,0.0654,0.0436,0.0213,0.0017,0.0275,0.002100,0.020255,0.019016,0.046607,0.434579,0.262754,0.016100,0.012100,-0.019600,0.004971,,-0.043179,0.004832,,,,,5.735699,0.008791,-24.168500,,-2.454304,,,0.104430,-0.044607,,,0.598609,0.043333,0.061413,0.400132,0.139548,0.893101,0.893101,-3.102712,0.032652,0.062595,,,-2.667391,,0.394662,2.289101,3.726275
200802,1330.63,28.1120,62.3207,-0.031419,-0.033693,0.0553,0.0682,0.0438,0.0018,-0.0071,0.0212,0.001300,0.021127,0.020392,0.046836,0.451086,0.270979,0.022600,0.012900,-0.008900,0.002904,,-0.049608,0.003226,,,,,27.955940,0.007997,26.232000,,-2.364067,,,0.099569,0.110287,,,0.546295,0.029039,-0.068336,0.421564,0.135804,0.865993,0.865993,-3.097831,0.034213,0.061118,,,-2.667391,,0.352288,2.322172,3.855022
200803,1322.70,28.3020,60.3907,-0.003400,-0.005054,0.0551,0.0689,0.0432,0.0106,-0.0059,0.0126,0.001700,0.021397,0.021270,0.045657,0.468648,0.254058,0.030600,0.013800,-0.016500,0.008668,,-0.051832,0.006338,,,,,27.432327,0.007108,3.210400,,-2.393181,,,0.095105,-0.002358,,,0.571309,0.049590,0.079949,0.452705,0.136866,0.865746,0.865746,-3.121093,0.027925,0.058141,,,-2.667391,,0.389639,2.536780,4.220981
200804,1385.59,28.4387,57.3838,0.048629,0.047490,0.0555,0.0697,0.0458,-0.0288,0.0091,0.0129,0.001800,0.020525,0.021500,0.041415,0.495587,0.243015,0.032900,0.014200,0.037900,0.006065,,-0.048845,0.002904,,,,,15.547883,0.006800,13.464200,,-2.122927,,,0.087052,0.119756,,,0.387149,0.010287,0.041943,0.451583,0.153233,0.905087,0.905087,-3.220258,0.035414,0.037671,,,-2.667391,,0.391068,2.427679,4.319726
200805,1400.38,28.5753,54.3769,0.012986,0.010708,0.0557,0.0693,0.0475,-0.0164,-0.0277,0.0173,0.001800,0.020405,0.020623,0.038830,0.525505,0.246511,0.030200,0.013600,-0.011300,0.008421,,-0.045462,0.001641,,,,,12.202509,0.004524,13.206900,,-2.035302,,,0.079782,0.120053,,,0.373611,0.010878,0.048495,0.444917,0.162680,0.892251,0.892251,-3.286625,0.025397,0.027413,,,-2.667391,,0.357375,2.442710,4.280134
200806,1280.00,28.7120,51.3700,-0.082842,-0.084569,0.0568,0.0707,0.0460,0.0220,-0.0061,0.0186,0.001700,0.022431,0.020503,0.040133,0.558925,0.274491,0.027400,0.013900,-0.028100,0.010077,,-0.047377,0.003425,,,,,24.663998,0.006665,24.155800,,-2.068160,,,0.075924,0.099018,,,0.301006,0.013804,0.016740,0.431381,0.190626,0.801298,0.801298,-3.255743,0.042679,0.050685,,,-2.667391,,0.298388,2.552069,4.673773
200807,1267.38,28.7593,49.5633,-0.007306,-0.008738,0.0567,0.0716,0.0465,-0.0025,-0.0109,0.0163,0.001500,0.022692,0.022468,0.039107,0.580254,0.273816,0.030200,0.014900,-0.008400,0.005251,,-0.046932,0.004466,,,,,18.047714,0.007227,2.866000,,-2.180661,,,0.070287,-0.112818,,,0.212068,-0.013604,0.062730,0.435010,0.178177,0.803276,0.803276,-3.280773,0.045595,0.044745,,,-2.667391,,0.272267,2.806084,3.965270
200808,1282.83,28.8067,47.7567,0.014955,0.012682,0.0564,0.0715,0.0449,0.0242,0.0121,0.0172,0.001300,0.022456,0.022729,0.037228,0.603197,0.269889,0.027700,0.015100,-0.012100,-0.003992,,-0.046333,0.003448,,,,,17.212015,0.005672,15.762900,,-2.199390,,,0.053121,-0.069421,,,0.139539,-0.012772,0.033196,0.451228,0.204089,0.814962,0.814962,-3.328868,0.040416,0.036772,,,-2.667391,,0.301493,2.525569,4.267471
200809,1166.36,28.8540,45.9500,-0.085467,-0.087287,0.0565,0.0731,0.0443,0.0112,-0.0863,0.0113,0.001500,0.024739,0.022492,0.039396,0.627943,0.287124,0.033000,0.016600,-0.097500,-0.001383,,-0.048923,0.023775,,,,,29.373299,0.013283,-9.470800,,-2.328021,,,0.007154,-0.128516,,,0.077152,-0.003492,-0.046650,0.432470,0.208517,0.766044,0.766044,-3.270325,0.051370,0.148673,,,-2.667391,,0.462145,2.451782,3.704159
200810,968.75,28.6983,35.5933,-0.166980,-0.168455,0.0628,0.0888,0.0478,-0.0383,-0.0450,0.0067,0.000800,0.029624,0.024605,0.036742,0.806284,0.334099,0.041100,0.026000,-0.006700,-0.010101,,-0.055954,0.058089,,,,,63.150711,0.024406,-218.563800,,-2.647784,,,0.015941,-0.323734,,,0.059440,-0.069620,0.158773,0.402443,0.212046,0.679317,0.658335,-3.341240,0.048654,0.283216,,,-2.667391,,0.617669,1.638936,3.530392
200811,896.24,28.5427,25.2367,-0.073512,-0.076514,0.0612,0.0921,0.0372,0.1443,0.1174,0.0019,0.000300,0.031847,0.029463,0.028158,1.131000,0.352867,0.035300,0.030900,-0.026900,-0.019153,,-0.052780,0.036257,,,,,99.205353,0.021804,8.306000,,-2.506893,,,0.001705,-0.189280,,,0.036449,-0.078632,0.116783,0.429302,0.225535,0.643186,0.623320,-3.604602,0.054604,0.262477,,,-2.667391,,0.650639,1.309289,3.359458
200812,903.25,28.3870,14.8800,0.011995,0.009229,0.0505,0.0843,0.0303,0.0967,0.1560,0.0003,0.000000,0.031428,0.031673,0.016474,1.907728,0.354984,0.030000,0.033800,0.059300,-0.010342,,-0.024498,0.020090,,,,,84.764015,0.015547,-11.345700,,-2.146064,,,-0.028184,-0.289078,,,0.029311,-0.088068,-0.036770,0.435594,0.272156,0.672098,0.619603,-4.129893,0.046346,0.128690,,,-2.667391,,0.652058,1.265479,4.282428
200901,825.88,28.0097,12.2067,-0.082615,-0.084039,0.0505,0.0814,0.0394,-0.1124,-0.0949,0.0013,0.000000,0.033915,0.031010,0.014780,2.294620,0.389393,0.038100,0.030900,0.017500,0.004352,,-0.025056,0.011971,,,,,93.488319,0.015097,70.822000,,-2.070190,,,-0.054451,0.063185,,,0.039449,-0.153249,-0.038906,0.417835,0.291804,0.612708,0.564852,-4.239355,0.068780,0.167191,,,-2.667391,,0.597365,1.065164,3.655949
200902,735.09,27.6323,9.5333,-0.103588,-0.107402,0.0527,0.0808,0.0401,-0.0056,-0.0308,0.0030,0.000100,0.037590,0.033458,0.012969,2.898497,0.441103,0.037100,0.028100,-0.025200,0.004973,,-0.024927,0.009961,,,,,72.313690,0.014703,77.816100,,-1.801690,,,-0.061736,0.057992,,,-0.002404,-0.166567,-0.035478,0.433705,0.317968,0.540881,0.498635,-4.373494,0.046827,0.184942,,,-2.667391,,0.507343,1.128494,3.728587
200903,797.87,27.2550,6.8600,0.087634,0.084154,0.0550,0.0842,0.0355,0.0641,-0.0018,0.0021,0.000200,0.034160,0.037077,0.008598,3.973032,0.446141,0.033400,0.029200,-0.065900,0.002432,,-0.037427,0.020364,,,,,83.318710,0.015555,31.003000,,-2.092494,,,-0.078515,0.125028,,,0.019283,-0.162300,0.030373,0.453372,0.310536,0.582693,0.537181,-4.784048,0.051004,0.166137,,,-2.667391,,0.507473,1.329261,3.753648
200904,872.81,26.7013,7.0767,0.094230,0.092550,0.0539,0.0839,0.0410,-0.0649,-0.0030,0.0016,0.000100,0.030592,0.033466,0.008108,3.773151,0.415597,0.039400,0.030000,0.061900,0.002496,,-0.030993,0.007551,,,,,59.499481,0.013106,38.955700,,-2.016932,,,-0.087689,0.013690,,,-0.147727,-0.123221,0.034188,0.426339,0.301578,0.625517,0.576660,-4.843794,0.069036,0.111486,,,-2.422314,,0.500242,1.137583,3.755016
200905,919.14,26.1477,7.2933,0.054640,0.051848,0.0554,0.0806,0.0432,-0.0248,0.0489,0.0018,0.000000,0.028448,0.029958,0.007935,3.585146,0.399355,0.041400,0.025200,0.073700,0.002889,,-0.024349,0.006381,,,,,31.152943,0.006248,21.961800,,-2.068373,,,-0.098636,0.316981,,,-0.228769,-0.093728,0.069389,0.434486,0.284662,0.672584,0.600114,-4.868848,0.049843,0.072564,,,-1.088958,,0.468049,0.965214,3.971047
200906,919.32,25.5940,7.5100,0.002476,0.000680,0.0561,0.0750,0.0429,0.0083,0.0350,0.0018,0.000100,0.027840,0.027846,0.008169,3.407989,0.401876,0.041100,0.018900,0.026700,0.008590,,-0.022097,0.003473,,,,,31.857018,0.007507,24.918600,,-1.751096,,,-0.102830,0.052933,,,-0.213776,-0.107030,0.029988,0.418341,0.058430,0.716920,0.596349,-4.843924,0.036049,0.058282,,,-0.269405,,0.345417,0.991378,4.326688
200907,987.48,25.0297,9.1867,0.074482,0.073101,0.0541,0.0709,0.0430,0.0019,0.0565,0.0018,0.000100,0.025347,0.027226,0.009303,2.724565,0.370126,0.041200,0.016800,0.054600,-0.001586,,-0.013782,0.003771,,,,,29.756847,0.005846,26.309900,,-1.792637,,,-0.092095,-0.008021,,,-0.365793,-0.084432,0.016304,0.436190,0.060964,0.778419,0.647505,-4.712384,0.038904,0.057366,,,0.833365,,0.367714,1.254057,4.353937
200908,1020.62,24.4653,10.8633,0.034751,0.032255,0.0526,0.0658,0.0415,0.0231,0.0235,0.0017,0.000100,0.023971,0.024776,0.010644,2.252102,0.357472,0.039800,0.013200,0.000400,0.002243,,-0.007921,0.002178,,,,,33.311047,0.006359,32.887000,,-1.873517,,,-0.082122,0.010251,,,-0.381332,-0.067378,-0.002099,0.461033,0.042759,0.823409,0.670427,-4.578043,0.050456,0.055611,,,0.833365,,0.360026,0.985128,4.464900
200909,1057.08,23.9010,12.5400,0.036534,0.034978,0.0513,0.0631,0.0403,0.0176,0.0273,0.0012,0.000100,0.022610,0.023418,0.011863,1.905981,0.349521,0.039100,0.011800,0.009700,0.000625,,-0.000014,0.001913,,,,,29.858633,0.006603,36.584400,,-1.815042,,,-0.074732,0.007003,,,-0.404781,-0.094032,0.027469,0.436975,0.044359,0.896705,0.685676,-4.467777,0.029418,0.056441,,,0.833365,,0.341999,0.872136,4.415143
200910,1036.19,23.4023,25.3500,-0.018259,-0.019458,0.0515,0.0629,0.0420,-0.0171,0.0016,0.0007,0.000000,0.022585,0.022139,0.024465,0.923169,0.349505,0.041300,0.011400,0.018700,0.000963,,0.003198,0.003898,,,,,43.838741,0.006125,54.972700,,-1.986990,,,-0.073572,0.093386,,,-0.410205,-0.074517,-0.010190,0.417208,0.067038,0.962401,0.685708,-3.743865,0.035359,0.081790,,,1.070281,,0.357688,0.805772,4.623585
200911,1095.63,22.9037,38.1600,0.060257,0.057607,0.0519,0.0632,0.0406,0.0208,0.0044,0.0005,0.000000,0.020905,0.022104,0.034829,0.600201,0.328149,0.040100,0.011300,-0.016400,0.000708,,0.007532,0.002001,,,,,26.101521,0.004572,24.633500,,-1.836360,,,-0.070680,0.001947,,,-0.647250,-0.100212,-0.002469,0.453114,0.077689,0.988575,0.730334,-3.390732,0.028782,0.050709,,,1.070281,,0.383855,0.857602,4.650054
200912,1115.10,22.4050,50.9700,0.018983,0.017346,0.0526,0.0637,0.0458,-0.0584,-0.0275,0.0005,0.000100,0.020092,0.020449,0.045709,0.439572,0.325531,0.045300,0.011100,0.030900,-0.001761,,0.010594,0.000933,,,,,25.883081,0.004747,25.778000,,-1.642663,,,-0.068498,0.028501,,,-0.760511,-0.114455,-0.018080,0.464012,0.094464,0.988580,0.736209,-3.120733,0.037194,0.039134,,,1.070281,,0.385814,0.904541,4.259144
201001,1073.87,22.2380,54.2900,-0.035751,-0.036781,0.0526,0.0625,0.0441,0.0264,0.0096,0.0006,0.000000,0.020708,0.019943,0.050555,0.409615,0.337195,0.043459,0.009900,-0.016811,0.003417,,0.013410,0.001992,,,,,23.600800,0.004851,35.802100,,-1.884996,,,-0.058970,-0.082378,,,-0.506879,-0.013831,-0.021464,0.423987,0.078914,0.938641,0.710742,-3.021305,0.029873,0.051049,,,1.070281,,0.342455,0.905942,4.174678
201002,1104.49,22.0710,57.6100,0.030424,0.028014,0.0535,0.0634,0.0441,0.0032,0.0039,0.0011,0.000000,0.019983,0.020553,0.052160,0.383111,0.328771,0.042971,0.009900,0.000726,0.000249,,0.013932,0.002373,,,,,13.458838,0.003313,8.927400,,-1.755838,,,-0.056656,0.094303,,,-0.481769,0.000809,-0.075147,0.422767,0.066349,0.962690,0.728952,-2.989678,0.027278,0.033151,,,1.070281,,0.376769,1.040678,5.050680
201003,1169.43,21.9040,60.9300,0.061014,0.059430,0.0527,0.0627,0.0458,-0.0179,0.0045,0.0015,0.000100,0.018730,0.019832,0.052102,0.359495,0.381878,0.044278,0.010000,0.022384,0.004106,,0.026390,0.000633,,,,,12.592733,0.003522,16.624400,,-1.621491,,,-0.050586,0.046789,,,-0.593033,-0.006048,0.042816,0.463017,0.058729,0.995344,0.766466,-2.991167,0.028336,0.025818,,,1.070281,,0.374097,1.031265,5.183884
201004,1186.69,21.9483,62.9867,0.015977,0.014957,0.0529,0.0625,0.0437,0.0304,0.0357,0.0016,0.000100,0.018495,0.018768,0.053078,0.348460,0.376606,0.042136,0.009600,0.005344,0.001737,,0.026651,0.001794,,,,,20.886282,0.004199,27.699200,,-1.830169,,,-0.048178,0.031396,,,-0.457488,-0.023947,-0.050178,0.460847,0.059455,0.982470,0.777196,-2.973777,0.033513,0.042127,,,1.070281,,0.375245,1.024204,5.177216
201005,1089.41,21.9927,65.0433,-0.080111,-0.082337,0.0496,0.0605,0.0407,0.0437,-0.0051,0.0016,0.000100,0.020188,0.018533,0.059705,0.338123,0.409003,0.039081,0.010900,-0.048787,0.000775,,0.025720,0.008108,,,,,33.552822,0.007541,-4.974100,,-2.229279,,,-0.035632,-0.140235,,,-0.475467,0.003016,0.137512,0.405594,0.053646,0.904650,0.715635,-2.851966,0.029290,0.083960,,,0.801597,,0.540799,0.985164,5.099510
201006,1030.71,22.0370,67.1000,-0.053525,-0.055115,0.0488,0.0623,0.0376,0.0446,0.0519,0.0012,0.000100,0.021380,0.020228,0.065101,0.328420,0.424177,0.036407,0.013500,0.007381,-0.000976,,0.018776,0.005592,,,,,63.366505,0.011249,59.389600,,-1.968066,,,-0.034575,0.021486,,,-0.508664,-0.018395,-0.041784,0.429348,0.081049,0.872289,0.690035,-2.763318,0.037835,0.099699,,,-0.555313,,0.601557,0.955884,4.823595
201007,1101.60,22.1423,68.6867,0.070451,0.068620,0.0472,0.0601,0.0377,0.0024,0.0170,0.0016,0.000100,0.020100,0.021483,0.062352,0.322367,0.396134,0.036058,0.012900,0.014542,0.000211,,0.015557,0.003349,,,,,21.241562,0.005294,14.957300,,-1.973453,,,-0.031840,0.043127,,,-0.525414,-0.030184,-0.013243,0.422107,0.080052,0.934039,0.738884,-2.804620,0.019258,0.046533,,,-0.579019,,0.628389,1.021315,4.799680
201008,1049.33,22.2477,70.2733,-0.045434,-0.047840,0.0449,0.0566,0.0327,0.0702,0.0473,0.0016,0.000100,0.021202,0.020196,0.066970,0.316588,0.413982,0.031108,0.011700,-0.022894,0.001381,,0.011218,0.002705,,,,,29.493845,0.006063,29.057300,,-1.827422,,,-0.029275,-0.087762,,,-0.468169,-0.004953,-0.013234,0.454922,0.084506,0.893770,0.707028,-2.730157,0.028234,0.059821,,,-1.896107,,0.553270,0.946288,4.521286
201009,1141.20,22.3530,71.8600,0.090383,0.088751,0.0453,0.0566,0.0341,-0.0153,-0.0144,0.0015,0.000100,0.019587,0.021302,0.062969,0.311063,0.384306,0.032563,0.011300,0.000935,0.000582,,0.003338,0.002337,,,,,24.993029,0.006176,28.268700,,-1.759494,,,-0.027486,0.111497,,,-0.416903,0.036178,0.056640,0.439024,0.084489,0.962786,0.761624,-2.791271,0.027286,0.044690,,,-0.573469,,0.500612,1.072224,4.485706
201010,1183.26,22.4783,73.6900,0.038726,0.037081,0.0468,0.0572,0.0367,-0.0317,-0.0203,0.0013,0.000100,0.018997,0.019697,0.062277,0.305039,0.372887,0.035416,0.010400,0.011464,0.001245,,0.007232,0.001080,,,,,21.889006,0.003716,22.648400,,-1.591291,,,-0.031292,0.018762,,,-0.326695,-0.006845,0.010116,0.447282,0.102795,0.992277,0.784953,-2.801244,0.023546,0.039119,,,0.807148,,0.439210,0.965065,4.831841
201011,1180.55,22.6037,75.5200,-0.000051,-0.002571,0.0487,0.0592,0.0380,-0.0137,-0.0057,0.0014,0.000100,0.019147,0.019103,0.063970,0.299307,0.376695,0.036626,0.010500,0.007999,0.000421,,0.014798,0.001738,,,,,25.609650,0.005279,26.816800,,-1.727864,,,-0.031575,0.032781,,,-0.211090,0.012137,0.028197,0.444454,0.125142,0.961722,0.777013,-2.776564,0.027828,0.047484,,,0.825204,,0.399014,0.836616,4.772531
201012,1257.64,22.7290,77.3500,0.067054,0.065249,0.0502,0.0610,0.0414,-0.0388,-0.0036,0.0014,0.000100,0.018073,0.019253,0.061504,0.293846,0.358100,0.039978,0.010800,0.035195,0.001718,,0.012612,0.000832,,,,,16.443985,0.003352,18.638300,,-1.511712,,,-0.022901,0.086305,,,0.069348,-0.019975,0.103809,0.458564,0.106289,0.999321,0.817359,-2.821022,0.030895,0.027065,,,1.070281,,0.336385,0.743224,4.691063
201101,1286.12,22.9630,78.6700,0.023349,0.022319,0.0504,0.0609,0.0432,-0.0196,-0.0198,0.0015,0.000100,0.017854,0.018259,0.061168,0.291890,0.348632,0.041700,0.010500,-0.000200,0.004763,,0.015368,0.000863,,,,,18.449362,0.002970,24.211200,,-1.744264,,,-0.026011,-0.004268,,,0.081110,0.013044,-0.045612,0.436023,0.115817,0.991835,0.839557,-2.827461,0.023700,0.032792,,,1.070281,,0.307520,0.596557,4.791940
201102,1327.22,23.1970,79.9900,0.032508,0.030251,0.0522,0.0615,0.0426,0.0113,0.0157,0.0013,0.000100,0.017478,0.018036,0.060269,0.289999,0.339097,0.041300,0.009300,0.004400,0.004931,,0.015918,0.001066,,,,,12.911728,0.002900,18.650800,,-1.748432,,,-0.031384,0.067150,,,0.113331,-0.020507,0.013957,0.449766,0.113123,0.986691,0.863166,-2.844114,0.021596,0.028801,,,1.070281,,0.233252,0.617801,4.386344
201103,1325.83,23.4310,81.3100,0.000625,-0.000867,0.0513,0.0603,0.0429,-0.0006,-0.0072,0.0010,0.000100,0.017673,0.017654,0.061328,0.288169,0.354270,0.041900,0.009000,-0.006600,0.009751,,0.012476,0.002347,,,,,13.791314,0.003470,-1.732900,,-1.914172,,,-0.021867,0.093615,,,0.148950,0.026839,0.016338,0.445273,0.124682,0.994228,0.869759,-2.825056,0.022706,0.026026,,,1.070281,,0.327014,0.584140,4.425830
201104,1363.61,23.7343,82.1633,0.029441,0.028358,0.0516,0.0602,0.0416,0.0199,0.0239,0.0006,0.000000,0.017406,0.017901,0.060254,0.288868,0.340697,0.041000,0.008600,0.004000,0.006439,,0.009380,0.000637,,,,,8.831087,0.002249,7.470700,,-1.677242,,,-0.026437,0.067803,,,0.238459,-0.012008,0.049121,0.443147,0.137493,1.000000,0.904410,-2.843197,0.019556,0.018558,,,1.070281,,0.333606,0.661436,4.724202
201105,1345.20,24.0377,83.0167,-0.011313,-0.013572,0.0496,0.0578,0.0391,0.0355,0.0257,0.0004,0.000000,0.017869,0.017628,0.061713,0.289552,0.347222,0.038700,0.008200,-0.009800,0.004704,,0.009117,0.000934,,,,,4.589796,0.002186,5.442100,,-1.790235,,,-0.026158,-0.094276,,,0.241489,0.015802,0.041529,0.455290,0.147969,0.981207,0.887413,-2.816465,0.020089,0.020532,,,1.070281,,0.348803,0.663777,4.360122
201106,1320.64,24.3410,83.8700,-0.016545,-0.018106,0.0499,0.0575,0.0409,-0.0179,-0.0210,0.0004,0.000000,0.018431,0.018095,0.063507,0.290223,0.351570,0.040500,0.007600,-0.003100,-0.001071,,0.011734,0.002295,,,,,9.273595,0.003047,5.364000,,-1.860259,,,-0.024342,-0.072055,,,0.231296,-0.016263,0.030050,0.457843,0.162752,0.969072,0.876439,-2.786163,0.015753,0.022288,,,0.293463,,0.355968,0.759849,4.225706
201107,1292.28,24.6210,84.9067,-0.019828,-0.020982,0.0493,0.0576,0.0378,0.0422,0.0473,0.0004,0.000000,0.019052,0.018643,0.065703,0.289977,0.359419,0.037400,0.008300,0.005100,0.000886,,0.012371,0.001831,,,,,27.209616,0.003653,36.582500,,-1.862125,,,-0.020653,0.003987,,,0.188087,-0.007720,0.016872,0.463755,0.158656,0.947910,0.857299,-2.752170,0.021615,0.059166,,,-0.772723,,0.412012,0.697378,4.263678
201108,1218.89,24.9010,85.9433,-0.054323,-0.056735,0.0437,0.0536,0.0315,0.0862,0.0240,0.0002,0.000100,0.020429,0.019269,0.070510,0.289737,0.375813,0.031300,0.009900,-0.062200,0.002758,,0.012727,0.019222,,,,,31.088255,0.009259,-38.614800,,-2.441844,,,-0.015327,-0.071802,,,0.136802,0.032859,-0.034438,0.415252,0.169841,0.906561,0.819902,-2.674747,0.029648,0.084949,,,-1.889307,,0.700241,0.696050,4.119264
201109,1131.42,25.1810,86.9800,-0.070238,-0.071739,0.0409,0.0527,0.0265,0.0704,0.0575,0.0001,0.000000,0.022256,0.020659,0.076877,0.289503,0.399923,0.026400,0.011800,-0.012900,0.001518,,0.013049,0.006916,,,,,78.666977,0.013020,77.296600,,-2.236887,,,-0.017090,-0.078144,,,0.209878,-0.013415,-0.008850,0.407088,0.188399,0.851906,0.770472,-2.585157,0.028664,0.153585,,,-2.667391,,0.708452,0.874718,4.294257
201110,1253.30,25.5957,86.9700,0.109014,0.107554,0.0398,0.0537,0.0291,-0.0306,0.0094,0.0002,0.000000,0.020423,0.022623,0.069393,0.294305,0.365078,0.028900,0.013900,0.040000,-0.002063,,0.007893,0.007401,,,,,28.180676,0.006697,19.883100,,-2.282050,,,-0.011159,0.138268,,,0.227304,-0.003552,-0.070192,0.427486,0.202235,0.933217,0.844010,-2.689244,0.035069,0.072307,,,-2.430475,,0.705587,0.822774,4.684316
201111,1246.96,26.0103,86.9600,-0.002727,-0.005552,0.0387,0.0514,0.0273,0.0251,-0.0356,0.0001,0.000000,0.020859,0.020753,0.069738,0.299107,0.362330,0.027200,0.012700,-0.060700,-0.000844,,-0.004340,0.007680,,,,,1.942404,0.007704,2.565500,,-2.055138,,,-0.012202,0.076940,,,0.255401,0.021522,0.118097,0.490922,0.216694,0.940294,0.850412,-2.682916,0.025422,0.063248,,,-2.430475,,0.645639,0.650416,4.720403
201112,1257.60,26.4250,86.9500,0.009427,0.007613,0.0393,0.0525,0.0255,0.0270,0.0512,0.0001,0.000000,0.021012,0.021192,0.069140,0.303910,0.357233,0.025400,0.013200,0.024200,-0.002467,,-0.006497,0.002764,,,,,28.795353,0.005435,22.136200,,-1.857102,,,-0.007992,-0.015245,,,0.250273,0.047422,0.051619,0.466084,0.213637,0.953712,0.862546,-2.691234,0.020795,0.044474,,,-2.667391,,0.619331,0.586695,4.769377
