yyyyq,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
19983,1017.01,16.1430,38.0900,-0.098199,-0.101887,0.0640,0.0709,0.0517,0.0835,0.0447,0.0461,0.012450,0.015873,0.016863,0.037453,0.423812,0.203248,0.005600,0.006900,-0.038801,0.003681,,0.024083,0.021533,0.024015,0.041589,-0.001634,0.020535,85.523941,0.017725,71.298300,0.034270,-1.802071,,0.000000,0.091470,0.218209,,,0.396954,-0.033230,0.029271,0.417087,0.218345,0.839863,0.839863,-3.331649,0.037105,0.131472,,,-1.120530,,0.415447,0.509899,3.884439
19984,1229.23,16.1950,37.7100,0.215715,0.211540,0.0622,0.0723,0.0542,-0.0155,0.0085,0.0439,0.011525,0.013175,0.013918,0.030678,0.429462,0.173611,0.010300,0.010100,0.023967,0.001834,,0.020057,0.010395,0.018952,0.042104,-0.001034,0.017489,31.861181,0.011976,32.298600,0.033789,-1.615696,,36.400000,0.096605,0.067722,,,0.083504,-0.065899,0.040875,0.457400,0.280024,0.979429,0.979429,-3.529669,0.037322,0.047271,,,1.070281,,0.228715,0.305501,3.937378
19991,1286.37,16.4490,38.3800,0.048847,0.045507,0.0662,0.0753,0.0592,-0.0413,-0.0281,0.0444,0.010975,0.012787,0.013283,0.029836,0.428583,0.172897,0.014800,0.009100,0.013198,0.006711,,0.020668,0.010031,0.014992,0.042313,-0.001075,0.029561,22.812906,0.009469,24.951800,0.034158,-1.551204,,7.400000,0.103875,0.362307,,,0.051952,-0.030533,0.011846,0.422361,0.274658,0.977953,0.977953,-3.563021,0.041213,0.045335,,,1.070281,,0.255877,0.025235,3.789623
19992,1372.71,16.4480,41.0200,0.068698,0.065012,0.0723,0.0802,0.0627,-0.0241,-0.0356,0.0457,0.011100,0.011982,0.012634,0.029882,0.400975,0.154227,0.017000,0.007900,-0.011528,0.007273,,0.018869,0.008222,0.023078,0.042697,-0.001145,0.036577,12.747275,0.010039,20.719400,0.034218,-1.502876,,10.000000,0.106709,0.147181,,,0.113357,-0.052468,0.078072,0.398024,0.093691,0.987721,0.987721,-3.567807,0.038090,0.037442,,,1.070281,,0.189300,-0.126971,3.835864
19993,1282.71,16.6410,43.9600,-0.062167,-0.065311,0.0739,0.0820,0.0646,-0.0047,-0.0047,0.0468,0.011425,0.012973,0.012603,0.034271,0.378549,0.163684,0.017800,0.008100,-0.000032,0.010229,,0.020380,0.007046,0.023807,0.043156,-0.000986,0.032208,27.344597,0.010957,32.059700,0.034496,-1.509519,,5.400000,0.108004,0.107901,,,0.060708,-0.025045,0.051214,0.410433,0.102483,0.912672,0.912672,-3.430964,0.050459,0.051858,,,-1.053441,,0.233415,-0.086069,4.010293
19994,1469.25,16.6920,48.1700,0.154383,0.151038,0.0755,0.0819,0.0682,-0.0227,-0.0079,0.0520,0.011700,0.011361,0.012018,0.032785,0.346523,0.147167,0.016200,0.006400,0.014745,0.002382,,0.017889,0.007379,0.025018,0.042574,0.000064,0.040400,34.154530,0.008405,35.708800,0.035514,-1.583282,,9.100000,0.129347,0.035786,,,0.102620,-0.000138,0.069699,0.396955,0.150113,1.000000,1.000000,-3.478678,0.085356,0.051786,,,1.070281,,0.154865,-0.188541,4.333039
20001,1498.58,16.7620,50.9500,0.025744,0.022780,0.0768,0.0837,0.0618,0.0883,0.0241,0.0569,0.013000,0.011185,0.012267,0.033999,0.328989,0.149974,0.004900,0.006900,-0.064229,0.017231,,0.018291,0.014885,0.013280,0.043373,0.000185,0.040278,14.968554,0.008492,10.400400,0.035428,-1.677077,,10.900000,0.131176,-0.121361,,,-0.004045,-0.026725,0.092077,0.344501,0.051426,0.931668,0.931668,-3.442147,0.121601,0.050487,,,0.265160,,0.183358,-0.195795,4.668332
20002,1454.60,16.7040,51.9200,-0.028358,-0.031071,0.0767,0.0848,0.0622,0.0111,0.0043,0.0569,0.014225,0.011484,0.011758,0.035694,0.321726,0.156778,0.005300,0.008100,-0.006833,0.007009,,0.007124,0.015487,0.020735,0.043920,-0.000247,0.047705,13.785230,0.006815,13.129700,0.034394,-1.596735,,24.600000,0.136373,0.117465,,,-0.626596,0.095046,0.049947,0.362357,0.158878,0.891232,0.891232,-3.391994,0.110026,0.031861,,,-0.504039,,0.192105,-0.209989,4.676964
20003,1436.51,16.3470,53.7000,-0.005642,-0.008385,0.0762,0.0835,0.0612,0.0254,0.0364,0.0600,0.014225,0.011380,0.010771,0.037382,0.304413,0.153789,0.001200,0.007300,0.011027,0.007541,,0.004469,0.004705,0.019577,0.043574,-0.000508,0.050791,13.609885,0.009002,16.056300,0.034049,-1.554715,,33.900000,0.131272,-0.067090,,,-0.698015,-0.007692,0.053287,0.389047,0.152048,0.908551,0.908551,-3.342939,0.053659,0.026894,,,-1.042235,,0.081813,-0.301792,4.601561
20004,1320.28,16.2710,50.0000,-0.076815,-0.079549,0.0721,0.0802,0.0558,0.0767,0.0588,0.0577,0.015000,0.012324,0.012374,0.037871,0.325420,0.151852,-0.001900,0.008100,-0.017987,0.001727,,-0.002262,0.014140,0.026965,0.042940,-0.000525,0.054053,33.667107,0.009501,24.790400,0.034164,-1.702139,,43.900000,0.119974,-0.204999,,,-0.532127,-0.039611,0.009309,0.428679,0.255638,0.920146,0.920146,-3.324649,0.067534,0.061012,,,-2.667391,,0.128688,0.060931,4.031969
20011,1160.33,15.9730,45.4400,-0.121311,-0.123970,0.0698,0.0784,0.0559,0.0121,0.0460,0.0442,0.014425,0.013766,0.012882,0.039161,0.351518,0.133114,0.011700,0.008600,0.033949,0.012644,,-0.005213,0.014609,0.015766,0.041805,-0.001864,0.050771,26.800940,0.008229,13.278700,0.034507,-1.895020,,59.600000,0.101292,-0.035832,,,-0.349389,-0.034331,0.026500,0.421359,0.078656,0.873406,0.842685,-3.287809,0.046193,0.069828,,,-2.667391,,0.178016,0.075196,3.794739
20012,1224.42,15.6860,36.7900,0.058624,0.055455,0.0718,0.0797,0.0590,-0.0195,0.0057,0.0349,0.011050,0.012811,0.012491,0.030047,0.426366,0.125209,0.024100,0.007900,0.025184,0.010216,,0.005041,0.011471,0.018882,0.040263,-0.001592,0.043973,11.538561,0.005198,12.712300,0.035768,-1.799808,,50.900000,0.082537,-0.071152,,,-0.383594,-0.040120,0.040063,0.423866,0.188521,0.926307,0.895881,-3.556450,0.043305,0.033664,,,-1.354059,,0.265674,0.353518,3.884115
20013,1040.94,15.7360,28.3100,-0.146723,-0.149806,0.0717,0.0803,0.0542,0.0676,0.0363,0.0264,0.008725,0.015117,0.013882,0.027197,0.555846,0.148629,0.027800,0.008600,-0.031283,0.001685,,0.008653,0.012289,0.022079,0.039189,-0.001823,0.041029,40.542580,0.007333,35.721000,0.033717,-1.853205,,40.400000,0.065701,-0.120450,,,-0.375127,-0.060007,0.094582,0.423281,0.215060,0.780351,0.754719,-3.650880,0.048727,0.087375,,,-2.667391,,0.278913,0.576633,3.652591
20014,1148.08,15.7400,24.6900,0.109821,0.105850,0.0677,0.0805,0.0575,-0.0211,0.0149,0.0169,0.006600,0.013710,0.013814,0.021505,0.637505,0.131218,0.040600,0.012800,0.035994,-0.008974,,0.013465,0.007237,0.019237,0.037531,-0.001336,0.043854,31.290174,0.005025,35.787300,0.035208,-1.764862,,50.900000,0.051782,0.025694,,,-0.786091,-0.062351,-0.009943,0.440341,0.194209,0.883892,0.854859,-3.889095,0.032308,0.045047,,,-1.357642,,0.214331,0.573321,3.592116
20021,1147.39,15.7300,24.7000,0.002786,-0.000601,0.0681,0.0811,0.0604,-0.0193,0.0003,0.0179,0.004225,0.013709,0.014213,0.021527,0.636842,0.236833,0.042500,0.013000,0.019572,0.011885,,0.013759,0.006767,0.017228,0.036178,-0.002239,0.038061,10.318050,0.003863,11.504600,0.035604,-1.865288,,45.500000,0.061904,0.203398,,,-0.619080,-0.037953,0.037693,0.442077,0.192277,0.917623,0.887483,-3.889895,0.027253,0.026665,,,-1.074526,,0.268187,0.731757,3.590029
20022,989.81,16.0390,26.7400,-0.134799,-0.138159,0.0663,0.0795,0.0566,0.0621,0.0445,0.0170,0.004475,0.016204,0.015030,0.027015,0.599813,0.266573,0.039600,0.013200,-0.017602,0.006152,,0.027523,0.010129,0.015576,0.035374,-0.002607,0.035681,15.332964,0.005035,15.573300,0.035048,-1.923336,,25.000000,0.074786,0.055972,,,-0.327452,-0.072414,0.059010,0.449985,0.270561,0.869115,0.788474,-3.659476,0.040586,0.057630,,,-2.667391,,0.310607,0.672544,3.605370
20023,815.29,15.7990,30.0400,-0.169064,-0.172761,0.0615,0.0740,0.0480,0.1231,0.0898,0.0163,0.004250,0.019378,0.017246,0.036846,0.525932,0.324555,0.031700,0.012500,-0.033222,0.006115,,0.029299,0.032118,0.017480,0.034897,-0.003213,0.035934,59.435001,0.010980,80.610800,0.035055,-1.971920,,21.400000,0.069987,0.055920,,,-0.245287,-0.063366,-0.060491,0.457963,0.272129,0.713846,0.647611,-3.338984,0.038459,0.137213,,,-2.667391,,0.483693,0.858772,3.291552
20024,879.82,16.0740,27.5900,0.085020,0.079885,0.0621,0.0745,0.0484,0.0074,0.0244,0.0119,0.004075,0.018270,0.017167,0.031359,0.582602,0.295386,0.036500,0.012400,0.017012,-0.000552,,0.025736,0.018678,0.021077,0.034090,-0.004144,0.039527,42.968784,0.008218,43.327800,0.035263,-1.748130,,20.000000,0.062899,0.161518,,,-0.101361,-0.046085,0.069866,0.471054,0.222567,0.784338,0.711562,-3.501773,0.033614,0.072329,,,-2.133504,,0.384037,0.814066,3.367299
20031,848.18,16.2240,30.3200,-0.031539,-0.036038,0.0589,0.0695,0.0490,0.0082,0.0203,0.0113,0.002975,0.019128,0.019288,0.035747,0.535092,0.286118,0.037700,0.010600,0.012172,0.018242,,0.024099,0.013868,0.028812,0.033950,,0.036161,35.907288,0.005863,34.746900,0.034897,-1.737010,,22.000000,0.065398,-0.152884,,,-0.069774,-0.031612,0.005014,0.484521,0.267846,0.769826,0.681749,-3.368677,0.023776,0.079002,,,-2.667391,,0.505421,1.070350,3.342274
20032,974.51,16.1650,34.5500,0.155049,0.150074,0.0497,0.0619,0.0445,0.0535,0.0558,0.0092,0.002825,0.016588,0.016776,0.035454,0.467873,0.254488,0.035300,0.012200,0.002236,-0.002714,,0.001262,0.007291,0.022004,0.034580,,0.037593,12.083601,0.003243,14.391900,0.034471,-1.882922,,8.900000,0.055797,0.019959,,,-0.193381,-0.021450,-0.010782,0.440472,0.034602,0.957987,0.766481,-3.372285,0.033153,0.035242,,,0.833365,,0.368190,1.092610,3.184768
20033,995.97,16.5860,38.5800,0.026737,0.022288,0.0572,0.0679,0.0523,-0.0332,-0.0213,0.0094,0.002300,0.016653,0.016454,0.038736,0.429912,0.246542,0.042900,0.010700,0.011918,0.008165,,0.007323,0.004881,0.023301,0.034978,,0.032230,22.258223,0.005970,30.559500,0.034957,-1.805161,,3.400000,0.061032,-0.080919,,,-0.334986,-0.018865,0.026207,0.416952,0.032553,0.960238,0.791186,-3.292797,0.030609,0.045473,,,1.070281,,0.320190,1.020306,3.288847
20034,1111.92,17.3850,48.7400,0.120496,0.115199,0.0562,0.0660,0.0515,-0.0175,-0.0015,0.0090,0.002350,0.015635,0.016429,0.043834,0.356689,0.218740,0.042500,0.009800,0.015937,-0.004860,,0.006946,0.003221,0.020393,0.035068,,0.027695,16.923622,0.003586,20.793800,0.034552,-1.848475,,0.000000,0.065434,0.071876,,,-0.052939,-0.000854,0.013278,0.412696,0.032837,1.000000,0.891746,-3.169157,0.023222,0.029296,,,1.070281,,0.244739,0.948997,3.511329
20041,1126.21,18.0240,52.0000,0.018268,0.014166,0.0533,0.0611,0.0474,0.0568,0.0491,0.0094,0.002250,0.016004,0.015742,0.046173,0.346615,0.281731,0.038000,0.007800,-0.007757,0.016820,,0.012282,0.003571,0.026289,0.034375,,0.026062,10.093694,0.003774,9.446200,0.034182,-2.041211,,-17.900000,0.065172,-0.009146,,,0.034223,0.010285,0.038781,0.429204,0.038988,0.964611,0.883538,-3.112954,0.022589,0.024304,,,1.070281,,0.279969,1.027173,3.494457
20042,1140.84,18.6020,56.1500,0.017278,0.013035,0.0601,0.0678,0.0532,-0.0523,-0.0514,0.0127,0.002350,0.016306,0.016599,0.049218,0.331291,0.279632,0.040500,0.007700,0.000890,0.012273,,0.014491,0.002979,0.021580,0.034908,,0.019002,6.833077,0.003478,10.663100,0.033958,-1.876271,,-22.800000,0.064598,-0.074687,,,0.200830,-0.007850,0.010627,0.410186,0.102015,0.971854,0.890173,-3.057709,0.026541,0.017639,,,1.070281,,0.276379,1.276183,3.551770
20043,1114.58,19.1630,57.7700,-0.018772,-0.023114,0.0546,0.0627,0.0488,0.0657,0.0693,0.0165,0.003175,0.017193,0.017354,0.051831,0.331712,0.289485,0.032300,0.008100,0.003573,0.001054,,0.009132,0.002926,0.019861,0.035553,,0.019206,5.377908,0.003633,9.026200,0.033169,-1.883359,,-20.000000,0.069932,0.173573,,,0.350305,-0.008933,0.004120,0.429116,0.152403,0.938774,0.859873,-3.000233,0.021111,0.015007,,,-0.025040,,0.262615,1.256251,3.227198
20044,1211.92,19.4420,58.5500,0.091767,0.083441,0.0547,0.0615,0.0484,0.0164,0.0217,0.0219,0.004125,0.016042,0.016563,0.048312,0.332058,0.270619,0.026500,0.006800,0.005240,0.002106,,0.013002,0.002816,0.028754,0.035904,,0.025755,5.005804,0.003005,8.961800,0.032804,-1.809228,,-21.100000,0.084899,-0.117982,,,0.233468,-0.014116,0.041323,0.445665,0.156292,0.993410,0.919818,-3.071510,0.019929,0.015169,,,1.070281,,0.258381,1.018879,3.293739
20051,1180.59,20.2250,60.2200,-0.020361,-0.024817,0.0540,0.0606,0.0488,0.0095,0.0035,0.0274,0.005475,0.017131,0.016804,0.051008,0.335852,0.319857,0.021400,0.006600,-0.006008,0.015765,,0.009097,0.002516,0.031383,0.036033,,0.021318,6.571886,0.004343,8.757700,0.032577,-1.855142,,-23.600000,0.090192,0.068792,,,0.333580,-0.045506,0.071299,0.454923,0.188386,0.960076,0.895997,-3.019782,0.019435,0.016893,,,1.070281,,0.264313,1.213516,3.224903
20052,1191.33,20.9250,63.2600,0.014201,0.009615,0.0496,0.0586,0.0429,0.0859,0.0782,0.0297,0.006850,0.017564,0.017562,0.053100,0.330778,0.326979,0.013200,0.009000,-0.007790,0.006208,,0.005366,0.003227,0.034552,0.036215,,0.019783,3.004058,0.004740,5.987400,0.032321,-1.800351,,-24.100000,0.093554,0.087366,,,0.373013,0.048276,0.003195,0.438771,0.177746,0.939164,0.876481,-2.974793,0.022094,0.012369,,,-0.778302,,0.300350,1.358417,3.374148
20053,1228.81,21.4710,66.4700,0.036155,0.031576,0.0513,0.0603,0.0464,-0.0304,-0.0326,0.0342,0.007425,0.017473,0.017594,0.054093,0.323018,0.317892,0.012200,0.009000,-0.002238,0.022108,,0.006716,0.002007,0.037611,0.036560,,0.018837,2.404744,0.004287,5.355900,0.032012,-1.861492,,-16.700000,0.070098,-0.035262,,,0.312992,-0.002311,0.077556,0.430712,0.158894,0.966012,0.901537,-2.958193,0.019133,0.011892,,,0.002027,,0.224189,1.375010,3.335314
20054,1248.29,22.2160,69.8300,0.021956,0.016961,0.0537,0.0632,0.0461,0.0142,0.0116,0.0389,0.008550,0.017797,0.017780,0.055941,0.318144,0.313478,0.007200,0.009500,-0.002669,-0.010060,,0.003059,0.002791,0.039447,0.036421,,0.008902,3.475762,0.004683,7.147600,0.031935,-1.813816,,-8.800000,0.094182,0.065062,,,0.477434,0.033755,0.038008,0.459368,0.171591,0.979613,0.914230,-2.927196,0.014690,0.011822,,,-0.504039,,0.241727,1.374473,3.476800
20061,1294.83,22.7840,72.6700,0.042214,0.037401,0.0553,0.0641,0.0507,-0.0428,-0.0372,0.0451,0.009725,0.017596,0.017791,0.056123,0.313527,0.316009,0.005600,0.008800,0.005657,0.015244,,0.002152,0.002169,0.028070,0.037218,,0.007303,1.924380,0.004802,5.175800,0.032661,-1.891180,,-10.700000,0.094480,0.079518,,,0.303482,0.057133,0.030192,0.429442,0.171356,0.981612,0.947653,-2.926357,0.022720,0.012747,,,1.070281,,0.218386,1.445407,3.422197
20062,1270.20,23.4370,74.4900,-0.015036,-0.019659,0.0589,0.0678,0.0531,-0.0147,-0.0206,0.0479,0.011275,0.018451,0.018453,0.058644,0.314633,0.314850,0.005200,0.008900,-0.005807,0.015516,,-0.002195,0.004058,0.034841,0.037412,,-0.000432,3.927803,0.005634,0.071400,0.032486,-2.031232,,-12.300000,0.097240,0.035284,,,0.491275,0.024449,0.094215,0.410548,0.091093,0.957705,0.951142,-2.886102,0.019697,0.015388,,,1.070281,,0.319529,1.816314,3.583622
20063,1335.85,24.0960,78.5700,0.057133,0.052248,0.0551,0.0643,0.0484,0.0683,0.0801,0.0481,0.011975,0.018038,0.018481,0.058817,0.306682,0.300593,0.000300,0.009200,0.011814,0.000000,,-0.009493,0.002434,0.038836,0.037587,,-0.001032,3.342976,0.005237,6.988500,0.032049,-1.934780,,-8.900000,0.095217,-0.106280,,,0.574892,0.099427,0.003980,0.414175,0.106085,0.996639,0.996254,-2.879453,0.014326,0.012425,,,1.070281,,0.222101,1.923440,3.272068
20064,1418.30,24.8840,81.5100,0.065987,0.060688,0.0532,0.0622,0.0491,0.0043,0.0135,0.0485,0.012025,0.017545,0.017766,0.057470,0.305288,0.281682,0.000600,0.009000,0.009254,-0.005421,,-0.015037,0.001400,0.032398,0.037513,,0.001098,3.177323,0.005268,6.959300,0.031696,-1.834030,,0.000000,0.100377,-0.033667,,,0.512170,0.032655,0.031380,0.449164,0.099809,0.996210,0.996210,-2.901079,0.018652,0.011479,,,1.070281,,0.164856,1.624183,3.516460
20071,1420.86,25.4940,83.1500,0.006577,0.002043,0.0530,0.0627,0.0493,0.0081,-0.0002,0.0494,0.012125,0.017943,0.018122,0.058521,0.306603,0.269050,-0.000100,0.009700,-0.008314,0.017602,,-0.012486,0.003515,0.020212,0.037717,,0.009557,4.416194,0.005812,0.628100,0.031759,-2.015112,,0.000000,0.104489,0.067336,,,0.674031,0.030442,0.003296,0.445090,0.110996,0.966192,0.966192,-2.882962,0.017716,0.018700,,,1.070281,,0.360362,2.045544,3.321802
20072,1503.35,26.1700,84.9207,0.062017,0.057198,0.0579,0.0670,0.0521,-0.0207,-0.0188,0.0461,0.012350,0.017408,0.017098,0.056488,0.308170,0.247896,0.006000,0.009100,0.001875,0.014609,,-0.011064,0.002751,0.026202,0.038069,,0.012238,5.929673,0.006273,10.636000,0.031870,-2.068896,,-3.800000,0.108138,0.100750,,,0.552354,0.016352,0.022423,0.425310,0.101249,0.980426,0.980426,-2.923475,0.020690,0.022814,,,1.070281,,0.302825,2.396199,3.379042
20073,1526.75,26.9780,78.6007,0.020273,0.015371,0.0574,0.0659,0.0489,0.0501,0.0256,0.0389,0.011525,0.017670,0.018303,0.051482,0.343228,0.239207,0.010000,0.008500,-0.024511,0.000662,,-0.013015,0.009429,0.031161,0.038168,,0.017373,13.575129,0.006829,11.916800,0.031885,-2.228322,,7.500000,0.107322,0.103541,,,0.423148,0.008501,0.064228,0.412390,0.120967,0.992516,0.992516,-3.010724,0.022381,0.028545,,,1.070281,,0.466333,2.128992,3.664868
20074,1468.36,27.7320,66.1807,-0.030705,-0.035681,0.0549,0.0665,0.0450,0.0599,0.0196,0.0300,0.009725,0.018886,0.018723,0.045071,0.419034,0.250583,0.015000,0.011600,-0.040326,0.007415,,-0.040637,0.009665,0.032070,0.038253,,0.012737,25.319271,0.007704,18.136200,0.032011,-2.355015,,19.200000,0.106816,0.082957,,,0.437103,0.080578,-0.033712,0.441706,0.127134,0.936481,0.936481,-3.139694,0.020064,0.042799,,,-0.546789,,0.404065,2.073606,3.762489
20081,1322.70,28.3020,60.3907,-0.093755,-0.098504,0.0551,0.0689,0.0432,0.0340,-0.0113,0.0126,0.007500,0.021397,0.021270,0.045657,0.468648,0.254058,0.030600,0.013800,-0.045264,0.016626,,-0.051832,0.014395,0.029601,0.037902,,0.010383,27.432327,0.007108,3.210400,0.031644,-2.393181,,32.100000,0.095105,-0.002358,,,0.571309,0.049590,0.079949,0.452705,0.136866,0.865746,0.865746,-3.121093,0.027925,0.058141,,,-2.667391,,0.389639,2.536780,4.220981
20082,1280.00,28.7120,51.3700,-0.025752,-0.030827,0.0568,0.0707,0.0460,-0.0237,-0.0248,0.0186,0.003150,0.022431,0.020503,0.040133,0.558925,0.274491,0.027400,0.013900,-0.001125,0.024760,,-0.047377,0.007970,0.004906,0.037495,,0.009382,24.663998,0.006665,24.155800,0.031690,-2.068160,,55.400000,0.075924,0.099018,,,0.301006,0.013804,0.016740,0.431381,0.190626,0.801298,0.801298,-3.255743,0.042679,0.050685,,,-2.667391,,0.298388,2.552069,4.673773
20083,1166.36,28.8540,45.9500,-0.078572,-0.083788,0.0565,0.0731,0.0443,0.0331,-0.0853,0.0113,0.004650,0.024739,0.022492,0.039396,0.627943,0.287124,0.033000,0.016600,-0.118406,-0.000146,,-0.048923,0.031688,0.030101,0.036341,,0.003015,29.373299,0.013283,-9.470800,0.031633,-2.328021,,57.700000,0.007154,-0.128516,,,0.077152,-0.003492,-0.046650,0.432470,0.208517,0.766044,0.766044,-3.270325,0.051370,0.148673,,,-2.667391,,0.462145,2.451782,3.704159
20084,903.25,28.3870,14.8800,-0.218959,-0.224993,0.0505,0.0843,0.0303,0.2069,0.2336,0.0003,0.002825,0.031428,0.031673,0.016474,1.907728,0.354984,0.030000,0.033800,0.026698,-0.039103,,-0.024498,0.114435,0.018041,0.033841,,-0.007081,84.764015,0.015547,-11.345700,0.031104,-2.146064,,83.600000,-0.028184,-0.289078,,,0.029311,-0.088068,-0.036770,0.435594,0.272156,0.672098,0.619603,-4.129893,0.046346,0.128690,,,-2.667391,,0.652058,1.265479,4.282428
20091,797.87,27.2550,6.8600,-0.105579,-0.113612,0.0550,0.0842,0.0355,-0.0608,-0.1244,0.0021,0.000075,0.034160,0.037077,0.008598,3.973032,0.446141,0.033400,0.029200,-0.063562,0.011801,,-0.037427,0.042297,0.027047,0.031017,,-0.016095,83.318710,0.015555,31.003000,0.030942,-2.092494,,64.200000,-0.078515,0.125028,,,0.019283,-0.162300,0.030373,0.453372,0.310536,0.582693,0.537181,-4.784048,0.051004,0.166137,,,-2.667391,,0.507473,1.329261,3.753648
20092,919.32,25.5940,7.5100,0.156876,0.149978,0.0561,0.0750,0.0429,-0.0805,0.0824,0.0018,0.000525,0.027840,0.027846,0.008169,3.407989,0.401876,0.041100,0.018900,0.162876,0.014029,,-0.022097,0.017405,0.009806,0.029894,,-0.026960,31.857018,0.007507,24.918600,0.031173,-1.751096,,39.600000,-0.102830,0.052933,,,-0.213776,-0.107030,0.029988,0.418341,0.058430,0.716920,0.596349,-4.843924,0.036049,0.058282,,,-0.269405,,0.345417,0.991378,4.326688
20093,1057.08,23.9010,12.5400,0.152441,0.146459,0.0513,0.0631,0.0403,0.0431,0.1108,0.0012,0.000450,0.022610,0.023418,0.011863,1.905981,0.349521,0.039100,0.011800,0.067763,0.001280,,-0.000014,0.007861,0.020088,0.029575,,-0.035678,29.858633,0.006603,36.584400,0.031101,-1.815042,,31.500000,-0.074732,0.007003,,,-0.404781,-0.094032,0.027469,0.436975,0.044359,0.896705,0.685676,-4.467777,0.029418,0.056441,,,0.833365,,0.341999,0.872136,4.415143
20094,1115.10,22.4050,50.9700,0.060657,0.055016,0.0526,0.0637,0.0458,-0.0553,-0.0217,0.0005,0.000300,0.020092,0.020449,0.045709,0.439572,0.325531,0.045300,0.011100,0.033593,-0.000093,,0.010594,0.006833,0.021534,0.029637,,-0.038962,25.883081,0.004747,25.778000,0.030613,-1.642663,,14.000000,-0.068498,0.028501,,,-0.760511,-0.114455,-0.018080,0.464012,0.094464,0.988580,0.736209,-3.120733,0.037194,0.039134,,,1.070281,,0.385814,0.904541,4.259144
20101,1169.43,21.9040,60.9300,0.054208,0.049050,0.0527,0.0627,0.0458,0.0112,0.0180,0.0015,0.000125,0.018730,0.019832,0.052102,0.359495,0.381878,0.044278,0.010000,0.006842,0.007789,,0.013932,0.004998,0.020703,0.029711,,-0.042118,12.592733,0.003522,16.624400,0.029928,-1.621491,,-5.500000,-0.050586,0.046789,,,-0.593033,-0.006048,0.042816,0.463017,0.058729,0.995344,0.766466,-2.991167,0.028336,0.025818,,,1.070281,,0.374097,1.031265,5.183884
20102,1030.71,22.0370,67.1000,-0.115438,-0.119945,0.0488,0.0623,0.0376,0.1233,0.0840,0.0012,0.000375,0.021380,0.020228,0.065101,0.328420,0.424177,0.036407,0.013500,-0.039351,0.001535,,0.018776,0.015493,0.012998,0.030545,,-0.040399,63.366505,0.011249,59.389600,0.030445,-1.968066,,-7.100000,-0.034575,0.021486,,,-0.508664,-0.018395,-0.041784,0.429348,0.081049,0.872289,0.690035,-2.763318,0.037835,0.099699,,,-0.555313,,0.601557,0.955884,4.823595
20103,1141.20,22.3530,71.8600,0.114171,0.107801,0.0453,0.0566,0.0341,0.0564,0.0498,0.0015,0.000300,0.019587,0.021302,0.062969,0.311063,0.384306,0.032563,0.011300,-0.006605,0.002175,,0.003338,0.008391,0.011409,0.031204,,-0.044592,24.993029,0.006176,28.268700,0.030369,-1.759494,,-8.800000,-0.027486,0.111497,,,-0.416903,0.036178,0.056640,0.439024,0.084489,0.962786,0.761624,-2.791271,0.027286,0.044690,,,-0.573469,,0.500612,1.072224,4.485706
20104,1257.64,22.7290,77.3500,0.108320,0.101909,0.0502,0.0610,0.0414,-0.0821,-0.0294,0.0014,0.000375,0.018073,0.019253,0.061504,0.293846,0.358100,0.039978,0.010800,0.052685,0.003388,,0.012612,0.003650,0.012935,0.031620,,-0.052161,16.443985,0.003352,18.638300,0.029822,-1.511712,,-10.500000,-0.022901,0.086305,,,0.069348,-0.019975,0.103809,0.458564,0.106289,0.999321,0.817359,-2.821022,0.030895,0.027065,,,1.070281,,0.336385,0.743224,4.691063
20111,1325.83,23.4310,81.3100,0.057276,0.052332,0.0513,0.0603,0.0429,-0.0091,-0.0116,0.0010,0.000350,0.017673,0.017654,0.061328,0.288169,0.354270,0.041900,0.009000,-0.002463,0.019564,,0.012476,0.004276,0.004154,0.031376,,-0.053564,13.791314,0.003470,-1.732900,0.029284,-1.914172,,-10.500000,-0.021867,0.093615,,,0.148950,0.026839,0.016338,0.445273,0.124682,0.994228,0.869759,-2.825056,0.022706,0.026026,,,1.070281,,0.327014,0.584140,4.425830
20112,1320.64,24.3410,83.8700,0.000956,-0.003966,0.0499,0.0575,0.0404,0.0372,0.0282,0.0004,0.000250,0.018431,0.018095,0.063507,0.290223,0.351570,0.040000,0.007600,-0.009042,0.010091,,0.011734,0.003865,0.011408,0.031990,,-0.059237,9.273595,0.003047,5.364000,0.028781,-1.860259,,-16.400000,-0.024342,-0.072055,,,0.231296,-0.016263,0.030050,0.457843,0.162752,0.969072,0.876439,-2.786163,0.015753,0.022288,,,0.293463,,0.355968,0.759849,4.225706
